ORCID,pub_date,DOI,already_oa,issn,source,publisher,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
,2025-04-17,https://doi.org/10.1080/14927713.2025.2489348,no,1492-7713,Leisure/Loisir,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-04-17,https://doi.org/10.1016/j.dadr.2025.100335,yes,2772-7246,Drug and Alcohol Dependence Reports,Elsevier BV,None,None,None,None
https://orcid.org/0000-0002-3231-3541,2025-04-16,https://doi.org/10.3390/microorganisms13040923,yes,2076-2607,Microorganisms,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24814,None,None,None
https://orcid.org/0000-0002-4791-6433,2025-04-17,https://doi.org/10.1089/aut.2024.0179,no,2573-9581,Autism in Adulthood,"Mary Ann Liebert, Inc.",https://v2.sherpa.ac.uk/id/publication/37018,None,387:fee_no:Must acknowledge published source and copyright Set statement to accompany (see policy) Must not be updated or replaced with article of record unless author pays for Open Access;,388:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-9132-1269,2025-04-18,https://doi.org/10.1038/s41598-025-96895-7,yes,2045-2322,Scientific Reports,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
,2025-04-19,https://doi.org/10.1080/25742981.2025.2486622,no,2574-2981,Curriculum Studies in Health and Physical Education,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/42019,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-6985-8529,2025-04-21,https://doi.org/10.1080/09658211.2025.2493337,no,0965-8211,Memory,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/1219,None,None,None
https://orcid.org/0000-0001-8721-1131,2025-04-21,https://doi.org/10.1177/14749041251330408,no,1474-9041,European Educational Research Journal,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/14731,None,None,None
https://orcid.org/0000-0003-3042-5862,2025-04-22,https://doi.org/10.1080/14623943.2025.2494308,no,1462-3943,Reflective Practice,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5999,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-4760-8342,2025-01-01,https://doi.org/10.1139/cjfas-2024-0288,no,0706-652X,Canadian Journal of Fisheries and Aquatic Sciences,Canadian Science Publishing,https://v2.sherpa.ac.uk/id/publication/10129,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
,2025-04-24,https://doi.org/10.1177/09075682251335739,yes,0907-5682,Childhood,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
https://orcid.org/0000-0002-0664-0741,2025-04-24,https://doi.org/10.1080/07352166.2025.2487680,no,0735-2166,Journal of Urban Affairs,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/15975,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-04-24,https://doi.org/10.1080/21640629.2025.2496864,no,2164-0629,Sports Coaching Review,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/22360,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-4793-7899,2025-04-01,https://doi.org/10.1029/2024je008539,no,2169-9097,Journal of Geophysical Research Planets,Wiley,https://v2.sherpa.ac.uk/id/publication/11077,"1013:fee_no:Set statement to accompany deposit (see policy) Upon publication, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None,9708:fee_no:Published source must be acknowledged with citation Copyright must be acknowledged Must link to published article with DOI;
https://orcid.org/0000-0001-5668-9706,2025-04-22,https://doi.org/10.1097/jsm.0000000000001361,no,1050-642X,Clinical Journal of Sport Medicine,Lippincott Williams & Wilkins,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
https://orcid.org/0000-0002-4018-2908,2025-04-26,https://doi.org/10.20529/ijme.2025.029,no,0974-8466,Indian Journal of Medical Ethics,Forum for Medical Ethics Society,None,None,None,None
https://orcid.org/0000-0002-6614-2007,2025-04-01,https://doi.org/10.1016/j.psychsport.2025.102855,yes,1878-5476,Psychology of sport and exercise,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/16062,None,11179:fee_no:Must link to publisher version with DOI;11183:fee_no:Must link to publisher version with DOI;,11181:fee_yes:Published source must be acknowledged with citation;11182:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0001-7928-3493,2025-04-27,https://doi.org/10.1111/cars.70008,no,1755-6171,Canadian Review of Sociology/Revue canadienne de sociologie,Wiley,https://v2.sherpa.ac.uk/id/publication/7627,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-9116-3686,2025-04-28,https://doi.org/10.1080/17425964.2025.2497189,no,1742-5964,Studying Teacher Education,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/6135,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-8609-2166,2025-04-28,https://doi.org/10.1080/02687038.2025.2495617,no,0268-7038,Aphasiology,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/1197,None,None,None
https://orcid.org/0000-0001-6987-4855,2025-04-26,https://doi.org/10.1142/s0129054125500054,no,0129-0541,International Journal of Foundations of Computer Science,World Scientific,https://v2.sherpa.ac.uk/id/publication/9685,3964:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;,3965:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;8346:fee_no:Published source must be acknowledged with citation Must link to published article;8510:fee_no:Upon publication Published source must be acknowledged with citation Must link to published article;,None
,2025-04-26,https://doi.org/10.3390/philosophies10030050,yes,2409-9287,Philosophies,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/32827,None,None,None
https://orcid.org/0000-0002-3913-9961,2025-04-30,https://doi.org/10.1186/s12877-025-05949-y,yes,1471-2318,BMC Geriatrics,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2429,None,None,None
https://orcid.org/0000-0001-8498-1712,2025-04-29,https://doi.org/10.1002/jad.12509,yes,0140-1971,Journal of Adolescence,Wiley,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-2911-1295,2025-04-01,https://doi.org/10.3138/jmvfh-2024-0075,no,2368-7924,Journal of Military Veteran and Family Health,University of Toronto Press,https://v2.sherpa.ac.uk/id/publication/41883,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
https://orcid.org/0000-0003-0442-6394,2025-05-01,https://doi.org/10.1139/cjps-2024-0160,no,0008-4220,Canadian Journal of Plant Science,Canadian Science Publishing,https://v2.sherpa.ac.uk/id/publication/4106,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0002-6214-9260,2025-05-01,https://doi.org/10.1021/acs.inorgchem.5c00294,yes,0020-1669,Inorganic Chemistry,American Chemical Society,https://v2.sherpa.ac.uk/id/publication/7780,None,None,710:fee_yes:no conditions;
https://orcid.org/0000-0002-3581-6312,2025-05-02,https://doi.org/10.1079/hai.2025.0015,yes,2957-9538,Human-Animal Interactions,CAB International Publishing,https://v2.sherpa.ac.uk/id/publication/42804,None,None,None
,2025-05-04,https://doi.org/10.1080/01916122.2025.2500055,no,0191-6122,Palynology,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5919,None,None,None
https://orcid.org/0000-0001-7289-2675,2025-05-05,https://doi.org/10.1111/eea.13580,no,0013-8703,Entomologia Experimentalis et Applicata,Wiley,https://v2.sherpa.ac.uk/id/publication/6861,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-8048-7370,2025-05-08,https://doi.org/10.1016/j.talanta.2025.128266,no,0039-9140,Talanta,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/17159,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
https://orcid.org/0000-0002-3913-9961,2025-05-09,https://doi.org/10.3389/fvets.2025.1592569,yes,2297-1769,Frontiers in Veterinary Science,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/31004,None,None,None
,2025-05-12,https://doi.org/10.3390/mca30030054,yes,1300-686X,Mathematical and Computational Applications,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/32828,None,None,None
,2025-05-12,https://doi.org/10.3390/v17050696,yes,1999-4915,Viruses,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/17528,None,None,None
https://orcid.org/0000-0001-5038-8355,2025-05-13,https://doi.org/10.1130/ges02844.1,yes,1553-040X,Geosphere,Geological Society of America,https://v2.sherpa.ac.uk/id/publication/12740,None,None,None
https://orcid.org/0000-0003-0789-2729,2025-05-13,https://doi.org/10.1111/bjso.12900,yes,0144-6665,British Journal of Social Psychology,Wiley,https://v2.sherpa.ac.uk/id/publication/18409,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,2025-05-15,https://doi.org/10.1080/14927713.2025.2503188,no,1492-7713,Leisure/Loisir,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-4906-0090,2025-05-16,https://doi.org/10.1139/cjfas-2024-0280,no,0706-652X,Canadian Journal of Fisheries and Aquatic Sciences,Canadian Science Publishing,https://v2.sherpa.ac.uk/id/publication/10129,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
,2025-05-16,https://doi.org/10.1002/dvdy.70035,yes,1058-8388,Developmental Dynamics,Wiley,https://v2.sherpa.ac.uk/id/publication/13850,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-9757-2771,2025-05-16,https://doi.org/10.1007/s10578-025-01858-8,yes,0009-398X,Child Psychiatry & Human Development,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/15772,None,None,None
https://orcid.org/0000-0002-6591-6760,2025-05-01,https://doi.org/10.1016/j.cbpa.2025.111880,yes,1095-6433,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/27880,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-2911-1295,2025-05-18,https://doi.org/10.1080/23337486.2025.2507440,no,2333-7486,Critical Military Studies,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/36934,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-2753-4355,2025-05-01,https://doi.org/10.1093/cercor/bhaf114,yes,1047-3211,Cerebral Cortex,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/250,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0002-1386-8154,2025-05-01,https://doi.org/10.1111/ijcs.70076,no,1470-6423,International Journal of Consumer Studies,Wiley,https://v2.sherpa.ac.uk/id/publication/7021,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-4695-1202,2025-05-21,https://doi.org/10.1080/00071005.2025.2505333,no,0007-1005,British Journal of Educational Studies,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/6831,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-1631-9924,2025-05-20,https://doi.org/10.1111/acer.70082,yes,2993-7175,Alcohol Clinical and Experimental Research,,https://v2.sherpa.ac.uk/id/publication/6825,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
,2025-01-01,https://doi.org/10.1123/jsep.2025-0148,no,0895-2779,Journal of Sport and Exercise Psychology,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0003-2909-8286,2025-05-22,https://doi.org/10.1080/00918369.2025.2507889,no,0091-8369,Journal of Homosexuality,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/18959,None,None,None
https://orcid.org/0000-0002-4614-6027,2025-04-01,https://doi.org/10.1386/drtp_00157_1,no,2057-0384,Drawing Research Theory Practice,Intellect,https://v2.sherpa.ac.uk/id/publication/30658,5403:fee_no:Published source must be acknowledged Must link to publisher version with DOI when available Set statement to accompany deposit (see policy);,8349:fee_no:Must link to published article Set statement to accompany deposit (see policy) Published source should be acknowledged with citation;,None
https://orcid.org/0000-0002-4678-3333,2025-05-12,https://doi.org/10.3138/cpp.2024-031,no,0317-0861,Canadian Public Policy,University of Toronto Press,https://v2.sherpa.ac.uk/id/publication/6669,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
https://orcid.org/0000-0002-3913-9961,2025-05-23,https://doi.org/10.1080/13607863.2025.2502782,no,1360-7863,Aging & Mental Health,Routledge,https://v2.sherpa.ac.uk/id/publication/4914,None,None,None
https://orcid.org/0000-0001-8205-2194,2025-05-25,https://doi.org/10.1007/s10803-025-06885-x,no,0162-3257,Journal of Autism and Developmental Disorders,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/14848,None,None,None
https://orcid.org/0000-0001-5678-7234,2025-05-01,https://doi.org/10.1136/bmjopen-2023-082610,yes,2044-6055,BMJ Open,BMJ,https://v2.sherpa.ac.uk/id/publication/17945,None,None,None
https://orcid.org/0000-0002-0448-7106,2025-05-27,https://doi.org/10.1177/03128962251334223,no,0312-8962,Australian Journal of Management,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/6429,None,None,None
https://orcid.org/0000-0003-4440-3533,2025-05-27,https://doi.org/10.3390/bs15060739,yes,2076-328X,Behavioral Sciences,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/19454,None,None,None
https://orcid.org/0000-0002-5652-1687,2025-05-29,https://doi.org/10.1021/acsomega.5c02274,yes,2470-1343,ACS Omega,American Chemical Society,https://v2.sherpa.ac.uk/id/publication/31790,705:fee_no:Must not violate ACS ethical Guidelines;,708:fee_no:Must link to publisher version;,706:fee_no:Must link to publisher version Publisher source must be acknowledged with citation;
,2025-05-29,https://doi.org/10.1080/03610918.2025.2508252,no,0361-0918,Communications in Statistics - Simulation and Computation,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5082,None,None,None
https://orcid.org/0000-0002-0286-5513,2025-05-29,https://doi.org/10.1007/s00426-025-02135-y,no,0340-0727,Psychological Research,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/8167,None,None,None
https://orcid.org/0000-0001-7057-5860,2025-05-30,https://doi.org/10.1177/10778004251337413,no,1077-8004,Qualitative Inquiry,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9440,None,None,None
https://orcid.org/0000-0001-5363-7396,2025-05-30,https://doi.org/10.1371/journal.pone.0319005,yes,1932-6203,PLoS ONE,Public Library of Science,https://v2.sherpa.ac.uk/id/publication/17599,None,None,None
,2025-05-31,https://doi.org/10.1080/14413523.2025.2500124,no,1441-3523,Sport Management Review,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/17154,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0001-7057-5860,2025-05-01,https://doi.org/10.25158/l14.1.5,yes,2469-4053,Lateral,Cultural Studies Association,None,None,None,None
,2025-06-02,https://doi.org/10.1080/23293691.2025.2508983,yes,2329-3691,Women s Reproductive Health,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/40260,None,None,None
https://orcid.org/0000-0001-9739-7208,2025-05-31,https://doi.org/10.3390/jcs9060282,yes,2504-477X,Journal of Composites Science,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/35299,None,None,None
https://orcid.org/0000-0002-8034-0683,2025-06-05,https://doi.org/10.1371/journal.pone.0322682,yes,1932-6203,PLoS ONE,Public Library of Science,https://v2.sherpa.ac.uk/id/publication/17599,None,None,None
https://orcid.org/0000-0002-5214-1943,2025-06-06,https://doi.org/10.1080/28324765.2025.2515429,yes,2832-4765,Cogent Mental Health,,https://v2.sherpa.ac.uk/id/publication/41957,None,None,None
https://orcid.org/0000-0001-8020-9418,2025-05-01,https://doi.org/10.3366/dlgs.2025.0595,no,2398-9777,Deleuze and Guattari Studies,Edinburgh University Press,https://v2.sherpa.ac.uk/id/publication/40356,None,524:fee_no:Publisher copyright and source must be acknowledged with citation Must link to publisher version Set statement to accompany deposit (see policy);8259:fee_no:Set statement to accompany deposit Published source must be acknowledged with citation;,None
https://orcid.org/0000-0002-5731-5439,2025-06-01,https://doi.org/10.1016/j.xpro.2025.103885,yes,2666-1667,STAR Protocols,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/37443,None,"1145:fee_no:Upon publicaton, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None
https://orcid.org/0000-0003-3026-5483,2025-06-01,https://doi.org/10.1177/03063127251343046,no,0306-3127,Social Studies of Science,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9479,None,None,None
,2025-04-01,https://doi.org/10.3138/cras-2025-002,no,0007-7720,Canadian Review of American Studies,University of Toronto Press,https://v2.sherpa.ac.uk/id/publication/6676,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
https://orcid.org/0000-0001-9258-1612,2025-06-07,https://doi.org/10.3390/v17060827,yes,1999-4915,Viruses,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/17528,None,None,None
https://orcid.org/0000-0002-7336-8901,2025-06-10,https://doi.org/10.3897/imafungus.16.156195,yes,2210-6340,IMA Fungus,BioMed Central,https://v2.sherpa.ac.uk/id/publication/45678,None,None,None
https://orcid.org/0000-0001-7552-4747,2025-06-10,https://doi.org/10.3389/fspor.2025.1549966,yes,2624-9367,Frontiers in Sports and Active Living,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/36864,None,None,None
https://orcid.org/0000-0001-6203-5338,2025-06-10,https://doi.org/10.1002/advs.202415151,yes,2198-3844,Advanced Science,Wiley,https://v2.sherpa.ac.uk/id/publication/31051,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
,2025-06-11,https://doi.org/10.1080/15257770.2025.2516597,no,1525-7770,Nucleosides Nucleotides & Nucleic Acids,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5902,None,None,None
,2025-06-11,https://doi.org/10.1016/j.bbr.2025.115702,yes,0166-4328,Behavioural Brain Research,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/12474,None,11132:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11136:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11134:fee_no:Published source must be acknowledged with citation;11135:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0001-6926-0984,2025-06-11,https://doi.org/10.1371/journal.pone.0325559,yes,1932-6203,PLoS ONE,Public Library of Science,https://v2.sherpa.ac.uk/id/publication/17599,None,None,None
https://orcid.org/0000-0001-8925-3108,2025-06-11,https://doi.org/10.3390/educsci15060730,yes,2227-7102,Education Sciences,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24796,None,None,None
https://orcid.org/0000-0002-5214-1943,2025-06-12,https://doi.org/10.1007/s11136-025-04001-1,no,0962-9343,Quality of Life Research,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/16631,None,None,None
https://orcid.org/0000-0002-3873-8196,2025-06-13,https://doi.org/10.3390/math13121959,yes,2227-7390,Mathematics,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24812,None,None,None
https://orcid.org/0000-0002-7274-4645,2025-06-16,https://doi.org/10.1123/jsm.2025-0138,no,0888-4773,Journal of Sport Management,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0009-0007-1497-5991,2025-06-17,https://doi.org/10.3390/insects16060637,yes,2075-4450,Insects,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/13668,None,None,None
https://orcid.org/0000-0003-2161-5613,2025-05-01,https://doi.org/10.1111/jar.70058,yes,1360-2322,Journal of Applied Research in Intellectual Disabilities,Wiley,https://v2.sherpa.ac.uk/id/publication/7037,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-9699-9098,2025-06-16,https://doi.org/10.1002/casp.70112,yes,1052-9284,Journal of Community & Applied Social Psychology,Wiley,https://v2.sherpa.ac.uk/id/publication/7489,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0009-0005-9150-8700,2025-06-18,https://doi.org/10.1113/jp289269,no,0022-3751,The Journal of Physiology,Wiley,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-3829-7466,2025-06-19,https://doi.org/10.1007/s00421-025-05851-w,no,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0003-0328-5198,2025-06-19,https://doi.org/10.3390/sports13060192,yes,2075-4663,Sports,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24825,None,None,None
https://orcid.org/0000-0003-1633-9757,2025-06-21,https://doi.org/10.1016/j.gene.2025.149643,no,0378-1119,Gene,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/16823,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-5214-1943,2025-06-23,https://doi.org/10.1016/j.jad.2025.119759,yes,0165-0327,Journal of Affective Disorders,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/13768,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0135,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0331,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0594,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-9468-0080,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0644,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-7336-8901,2025-06-23,https://doi.org/10.3390/jof11070477,yes,2309-608X,Journal of Fungi,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/35290,None,None,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0682,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.1370,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0001-5894-0300,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0583,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.2098,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.2022,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0688,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-9141-9477,2025-01-01,https://doi.org/10.1109/tits.2025.3577660,no,1524-9050,IEEE Transactions on Intelligent Transportation Systems,Institute of Electrical and Electronics Engineers,https://v2.sherpa.ac.uk/id/publication/3482,"11087:fee_no:Must be replaced with accepted version When submitted, set statement to accompany deposit (see policy) When accepted for publication, must either replace the submitted work with a full citation OR the accepted version with a DOI When accepted for publication, must be removed if not on the permitted locations for accepted article IEEE must be informed as to the electronic address of the pre-print Publisher copyright and source must be acknowledged;","11089:fee_no:When accepted for publication, set statement to accompany deposit (see policy) Must link to publisher version with DOI Publisher copyright and source must be acknowledged;11092:fee_no:Submissions should include the following text in the funding acknowledgement section of the manuscript and any cover note accompanying the submission: ""For the purpose of open access, the author(s) has applied a Creative Commons Attribution (CC BY) license to any Accepted Manuscript version arising.""' Publisher source must be acknowledged with citation;11093:fee_no:Publisher source must be acknowledged with citation;",None
https://orcid.org/0000-0002-8147-9628,2025-06-01,https://doi.org/10.1111/jppi.70013,no,1741-1122,Journal of Policy and Practice in Intellectual Disabilities,Wiley,https://v2.sherpa.ac.uk/id/publication/15128,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
